,Status,Beds,Baths,SQFT,Acres,Price,Address,City
1322,For Sale,5,3,"2,460","8,712","$239,000","1139 Miller Ave, ","Columbus, OH 43206"
1323,Contingent,2,1,912,"6,098","$125,000","870 Pauline Ave, ","Columbus, OH 43224"
1324,Contingent,4,2.5,"2,228","9,148","$400,000","659 Azalea Fields Dr, ","Blacklick, OH 43004"
1325,Contingent,4,"1,792","9,148",,"$204,900","1587 Garling Ave, ","Columbus, OH 43223"
1326,For Sale,3,1.5,"1,204","4,356","$144,999","817 Barnett Rd, ","Columbus, OH 43227"
1327,For Sale,4,"1,536","4,792",,"$284,501","194-196 Schultz Ave, ","Columbus, OH 43222"
1328,Contingent,4,2.5,"2,100","9,583","$422,500","4323 Big Sky Ct, ","Columbus, OH 43230"
1329,Contingent,3,2.5,"1,500","5,663","$234,900","2251 Hamilton Ave, ","Columbus, OH 43211"
1330,Contingent,2,1.5+,"1,458","3,485","$239,900","546 E Whittier St, ","Columbus, OH 43206"
1331,Contingent,2,2,"1,546","4,792","$365,000","409 E Como Ave, ","Columbus, OH 43202"
1332,Contingent,4,2.5,"2,828","7,405","$429,900","5400 Red Wynne Ln, ","Hilliard, OH 43026"
1333,Contingent,4,2.5,"2,368",0.26,"$439,900","771 Aldengate Dr, ","Galloway, OH 43119"
1334,Contingent,4,2.5,"2,340","6,970","$359,900","5846 Mouzon Dr, ","Columbus, OH 43232"
1335,Contingent,3,2,"1,636",0.52,"$374,999","5584 Summerville Dr, ","Galloway, OH 43119"
1336,Contingent,3,2.5,"1,692","6,098","$329,000","491 Tourmaline Dr, ","Blacklick, OH 43004"
1337,For Sale,2,1,"1,430",3,"$395,000","305 McNaughten Rd, ","Columbus, OH 43213"
1338,For Sale,2,1,"1,204","4,225","$240,000","209 E Hinman Ave, ","Columbus, OH 43207"
1339,Contingent,2,2.5,"1,272",436,"$398,000","1007 Delaware Ave, ","Columbus, OH 43201"
1340,Contingent,6,"2,632","4,356",,"$440,000","21-23 N Princeton Ave, ","Columbus, OH 43222"
1341,Contingent,3,2.5,"1,310",871,"$219,900","2838 Proclamation Way, ","Columbus, OH 43207"
1342,For Sale,3,2,"1,152",0.24,"$145,000","3280 S Ave, ","Columbus, OH 43207"
1343,Contingent,2,2.5,"1,280",871,"$205,000","5173 Aquila Dr Unit 42D, ","Canal Winchester, OH 43110"
1344,For Sale,3,2,"1,152",0.24,"$145,000","3280 S Ave, ","Columbus, OH 43207"
1345,For Sale,4,4,"2,200",0.26,"$550,000","887 Plum Tree Dr, ","Columbus, OH 43235"
1346,Contingent,3,1,"1,061","5,227","$172,500","1087 Loretta Ave, ","Columbus, OH 43211"
1347,Contingent,4,2,"1,366","6,534","$255,000","2826 Marigold Ave, ","Columbus, OH 43207"
1348,Contingent,3,1.5,"1,332","7,405","$219,900","3456 Marlin Dr, ","Columbus, OH 43232"
1349,Contingent,3,2,"2,018",0.24,"$250,000","1731 Eddystone Ave, ","Columbus, OH 43224"
1350,Contingent,2,1.5,"1,200",436,"$209,900","6283 Royal Tern Xing, ","Columbus, OH 43230"
1351,Contingent,2,2,"1,445",0.38,"$469,900","250 Daniel Burnham Sq Unit 407, ","Columbus, OH 43215"
1352,Contingent,5,"2,106","4,792",,"$449,900","1511 Perry St, ","Columbus, OH 43201"
1353,For Sale,1,1,682,0.47,"$227,900","845 N High St Unit 211, ","Columbus, OH 43215"
1354,For Sale,0.45,,,,"$49,900","Rivercliff Rd, ","Columbus, OH 43223"
1355,For Sale,3,1,"1,107","4,356","$145,000","972 Seymour Ave, ","Columbus, OH 43206"
1356,Contingent,4,2.5,"1,996",0.43,"$530,000","2339 Eastcleft Dr, ","Upper Arlington, OH 43221"
1357,For Sale,6,"3,600","6,098",,"$489,000","2174 Sullivant Ave, ","Columbus, OH 43223"
1358,For Sale,3,1.5,"1,030","6,534","$219,900","2524 Vanderberg Ave, ","Columbus, OH 43204"
1359,Contingent,3,1.5,"1,545","3,920","$365,000","1027 W 6th Ave, ","Columbus, OH 43212"
1360,For Sale,"1,792","6,534",,,"$369,900","263-265 S Grubb St Unit 5, ","Columbus, OH 43215"
1361,For Sale,4,2.5,"1,960","3,485","$439,500","2569 Glen Echo Dr, ","Columbus, OH 43202"
1362,Contingent,3,1,920,"6,970","$175,000","804 Melrose Ave, ","Columbus, OH 43224"
1363,For Sale,2,1,610,"6,098","$130,000","2818 E 10th Ave, ","Columbus, OH 43219"
1364,Contingent,6,"2,240","3,920",,"$250,000","100-102 N Harris Ave, ","Columbus, OH 43204"
1365,For Sale,5,5,"3,585","4,792","$749,900","1055 Fair Ave, ","Columbus, OH 43205"
1366,For Sale,3,1.5,"1,262","3,920","$338,000","196 E Patterson Ave, ","Columbus, OH 43202"
1367,For Sale,4,2.5,"2,701",,"$799,000","4555 Elderberry Ct, ","Upper Arlington, OH 43220"
1368,Contingent,3,1.5,"1,390","7,405","$264,000","3915 Rio Grande Ave, ","Groveport, OH 43125"
1369,Contingent,4,3,"2,297",0.32,"$649,900","3336 Westbury Dr, ","Upper Arlington, OH 43221"
1370,Contingent,2,2,"1,087",0.36,"$379,900","570 S Front St Apt 314, ","Columbus, OH 43215"
1371,Contingent,4,"1,666","5,663",,"$265,000","64 66 W Blake Ave, ","Columbus, OH 43202"
1372,For Sale,"4,792",,,,"$24,888","Melrose Ave, ","Columbus, OH 43211"
1373,Contingent,3,1.5,"1,754","9,148","$382,500","3016 Forest Hill Dr, ","Columbus, OH 43221"
1374,Contingent,4,3.5,"2,673",0.23,"$397,900","1481 Lorraine Ave, ","Columbus, OH 43235"
1375,Contingent,2,1,783,"5,227","$144,900","769 Reinhard Ave, ","Columbus, OH 43206"
1376,Contingent,3,2.5,"1,758","6,534","$339,900","6315 Misty Cove Ln, ","Columbus, OH 43231"
1377,Contingent,3,2,"1,592",0.32,"$420,000","2100 Riverside Dr, ","Columbus, OH 43221"
1378,For Sale,27,"4,243",0.64,,"$1,125,000","1934-1940 Oakland Park Ave, ","Columbus, OH 43224"
1379,Contingent,3,1,"1,228","5,227","$209,900","661 Elizabeth Ave, ","Columbus, OH 43213"
1380,For Sale,2,1,620,"5,227","$77,000","2568 Atwood Ter, ","Columbus, OH 43211"
1381,Contingent,3,1.5,"1,386","5,663","$269,900","879 S Tamara Dr, ","Gahanna, OH 43230"
1382,Contingent,2,2.5,"1,199",871,"$259,900","5567 Albany Terrace Way Unit 904, ","Westerville, OH 43081"
1383,Contingent,3,1.5,"1,287",0.24,"$249,900","4346 Hickory Wood Dr, ","Columbus, OH 43228"
1384,For Sale,3,3.5+,"3,549",0.23,"$895,000","5684 Natalie Rose Way, ","Columbus, OH 43235"
1385,For Sale,3,1,979,"7,405","$209,000","1235 Carolyn Ave, ","Columbus, OH 43224"
1386,Contingent,3,1.5,"1,354","7,841","$259,999","437 N Stygler Rd, ","Columbus, OH 43230"
1387,Contingent,3,2,"1,256","6,098","$299,777","3504 Brook Spring Dr, ","Grove City, OH 43123"
1388,Contingent,3,1.5,"1,248",871,"$156,789","5680 Jousting Ln Unit A, ","Columbus, OH 43231"
1389,Contingent,3,2.5,"2,337","7,405","$385,000","6891 Sparrow Ln, ","Columbus, OH 43235"
1390,For Sale,3,2,"1,269","6,098","$259,900","1529 E Whittier St, ","Columbus, OH 43206"
1391,For Sale,2,2,"1,176","5,227","$264,900","350 E Morrill Ave, ","Columbus, OH 43207"
1392,For Sale,18,"7,658",0.39,,"$1,000,000","Multiple Dakota Ave, ","Columbus, OH 43222"
1393,Contingent,3,2,"1,045","7,841","$245,000","2990 Glenshaw Ave, ","Columbus, OH 43231"
1394,For Sale,3,1.5,995,"5,227","$135,000","1820 Woodland Ave, ","Columbus, OH 43219"
1395,For Sale,3,2.5,"1,466","4,356","$239,900","1128 E Columbus St, ","Columbus, OH 43206"
1396,Contingent,4,3.5,"3,315","8,712","$759,000","149 S Kellner Rd, ","Columbus, OH 43209"
1397,Contingent,3,3,"1,696","1,742","$350,000","5278 Ruth Amy Ave, ","Westerville, OH 43081"
1398,For Sale,1,2,"1,232","3,485","$175,000","115 E Barthman Ave, ","Columbus, OH 43207"
1399,For Sale,3,2,"1,273","3,485","$289,900","703 E Whittier St, ","Columbus, OH 43206"
1400,Contingent,4,2,"1,748",0.25,"$379,900","60 Savern Pl, ","Columbus, OH 43230"
1401,Contingent,2,1,972,"3,485","$110,000","1417 E Maynard Ave, ","Columbus, OH 43211"
1402,For Sale,2,3.5,"1,918",871,"$689,900","126 W Starr Ave, ","Columbus, OH 43201"
1403,For Sale,8,3.5,"2,100","3,920","$399,900","2147 Indiana Ave, ","Columbus, OH 43201"
1404,For Sale,3,1.5,"1,364","4,639","$210,000","904 Studer Ave, ","Columbus, OH 43206"
1405,For Sale,3,1,"1,425","4,356","$100,000","847 Gibbard Ave, ","Columbus, OH 43201"
1406,Contingent,3,1,979,"7,405","$195,000","1300 Lenore Ave, ","Columbus, OH 43224"
1407,Contingent,3,2.5,"1,651","6,098","$300,500","3287 Bellowind Dr, ","Reynoldsburg, OH 43068"
1408,Contingent,5,2.5,"2,187","4,792","$375,000","743 Linwood Ave, ","Columbus, OH 43205"
1409,Contingent,3,2.5,"2,196",0.32,"$695,000","2711 Folkstone Rd, ","Columbus, OH 43220"
1410,Contingent,3,1,912,"6,098","$170,000","1071 Zebulon Ave, ","Columbus, OH 43224"
1411,Contingent,3,1.5,"1,464","8,712","$254,900","6688 Borr Ave, ","Reynoldsburg, OH 43068"
1412,For Sale,3,1.5,"1,424","3,920","$284,900","423 Sheldon Ave, ","Columbus, OH 43207"
1413,Contingent,2,2,910,"6,970","$179,900","1550 Walsh Ave, ","Columbus, OH 43223"
1414,Contingent,3,1.5,"1,512","9,583","$429,900","266 Garden Rd, ","Columbus, OH 43214"
1415,Contingent,3,1.5,"1,072","7,405","$239,900","1226 John G McCoy Cir, ","Columbus, OH 43224"
1416,Contingent,3,2.5,"1,938","9,148","$459,900","3472 Leighton Rd, ","Columbus, OH 43221"
1417,Contingent,2,2,"1,275",0.37,"$374,900","367 Auden Ave Apt 206, ","Columbus, OH 43215"
1418,For Sale,3,2,"1,527",0.47,"$358,500","1000 Urlin Ave Apt 917, ","Grandview Heights, OH 43212"
1419,Contingent,"2,682","9,583",,,"$299,000","67 N 21st St, ","Columbus, OH 43203"
1420,Contingent,2,2,817,"5,663","$190,000","1178 Fairwood Ave, ","Columbus, OH 43206"
1421,Contingent,4,2,"1,120","5,227","$224,900","886 Pierce Ave, ","Columbus, OH 43213"
1422,Contingent,4,2.5,"1,737","7,405","$324,900","1484 Highbrook Dr, ","Columbus, OH 43204"
1423,Contingent,2,1,819,"3,920","$142,800","155 N Harris Ave, ","Columbus, OH 43204"
1424,Contingent,3,2,"1,420","6,534","$395,000","5026 Hidden View Dr, ","Hilliard, OH 43026"
1425,For Sale,3,1,"1,325","9,148","$161,000","1121 Smith Rd, ","Columbus, OH 43207"
1426,Contingent,2,2,"1,737",0.49,"$315,000","1439 Carylake Cir, ","Columbus, OH 43240"
1427,For Sale,3,1.5,"1,839","3,920","$359,900","633 E Starr Ave, ","Columbus, OH 43201"
1428,For Sale,4,3,"1,639","6,534","$259,900","1454 Lockbourne Rd, ","Columbus, OH 43206"
1429,For Sale,3,1.5,"1,839","3,920","$359,900","633 E Starr Ave, ","Columbus, OH 43201"
1430,For Sale,8,"6,822","7,405",,"$649,900","1123-1129 Sidney St, ","Columbus, OH 43201"
1431,Contingent,3,2.5,"1,537","4,356","$299,900","513 S Champion Ave, ","Columbus, OH 43205"
1432,Contingent,3,1.5,"1,904","6,970","$665,000","326 Tappan St, ","Columbus, OH 43201"
1433,Contingent,3,1,"1,390","6,098","$259,000","728 S Broadleigh Rd, ","Columbus, OH 43209"
1434,For Sale,2,2,"1,133",,"$447,500","51 N High St Unit 601, ","Columbus, OH 43215"
1435,For Sale,3,1,"1,132","4,792","$119,900","1110 E 19th Ave, ","Columbus, OH 43211"
1436,Contingent,3,3,"2,468",0.28,"$470,000","631 Sycamore Pl, ","Gahanna, OH 43230"
1437,Contingent,3,2.5,"1,193","2,614","$399,900","462 E Sycamore St, ","Columbus, OH 43206"
1438,Contingent,2,2.5+,"1,554",871,"$295,000","2694 Sawmill Green Dr Unit 2694, ","Powell, OH 43065"
1439,For Sale,4,3.5,"2,960",0.45,"$549,900","1166 Summer Hill Pl, ","Columbus, OH 43230"
1440,For Sale,3,2,"1,860",12.84,"$1,000,000","2661 Sunbury Rd, ","Columbus, OH 43219"
1441,For Sale,3,1.5,"1,584","3,485","$359,900","39/41 S Garfield, ","Columbus, OH 43205"
1442,Contingent,3,2.5,"1,903","4,356","$349,900","423 St Clair Ave, ","Columbus, OH 43203"
1443,For Sale,3,2,"1,289","8,276","$265,000","1205 Miller Ave, ","Columbus, OH 43206"
1444,Contingent,4,2.5,"1,992","7,405","$440,000","1341 Donwalter Ln, ","Columbus, OH 43235"
1445,Contingent,3,1.5,"1,437","5,227","$220,000","2525 Ridge Ave, ","Columbus, OH 43204"
1446,Contingent,4,2.5,"2,352","9,583","$285,000","5544 Sherrick Dr, ","Canal Winchester, OH 43110"
1447,For Sale,3,3,"2,603",,"$551,926","5200 Clarewood Ln, ","Dublin, OH 43016"
1448,For Sale,4,3.5,"3,646","7,841","$698,000","1200 Oak St, ","Columbus, OH 43205"
1449,Contingent,3,2.5+,"1,950","7,405","$329,900","818 Lynnhaven Ct, ","Columbus, OH 43228"
1450,For Sale,3,2,"1,378",0.51,"$525,000","1518 Fishinger Rd, ","Columbus, OH 43221"
1451,Contingent,3,2,"1,236","5,227","$179,900","331 N Burgess Ave, ","Columbus, OH 43204"
1452,Contingent,3,1.5,"1,406","9,583","$219,900","4064 Plateau St, ","Columbus, OH 43207"
1453,For Sale,2,1.5,"1,019","4,356","$279,900","605 Southwood Ave, ","Columbus, OH 43207"
1454,Contingent,2,1,842,"3,049","$142,652","2671 Steele Ave, ","Columbus, OH 43204"
1455,For Sale,1,1,682,0.47,"$235,000","845 N High St Unit 212, ","Columbus, OH 43215"
1456,For Sale,3,2.5,"1,701","3,485","$589,900","410 W 4th Ave, ","Columbus, OH 43201"
1457,Contingent,4,2.5,"2,280","7,841","$439,900","6091 Dajana Dr, ","Westerville, OH 43081"
1458,For Sale,3,1.5,"1,517","5,227","$264,900","904 Berkeley Rd, ","Columbus, OH 43206"
1459,Contingent,3,2.5,"1,796","7,405","$349,000","5920 Thorngate Dr, ","Galloway, OH 43119"
1460,Contingent,4,3.5,"2,546","6,534","$435,000","5858 Tully Cross Dr, ","Galloway, OH 43119"
1461,For Sale,1,1,788,871,"$130,000","1633 McNaughten Rd Unit 1633A, ","Columbus, OH 43232"
1462,Contingent,3,3.5,"3,551","5,663","$650,000","3867 Stonewater Dr, ","Columbus, OH 43221"
1463,For Sale,4,"2,576","5,663",,"$599,900","1685 Franklin Ave, ","Columbus, OH 43205"
1464,For Sale,1.27,,,,"$55,000","Glencreek Rd, ","Columbus, OH 43223"
1465,Contingent,3,2.5,"1,494","4,356","$309,900","960 Ellsworth Ave, ","Columbus, OH 43206"
1466,Contingent,4,2.5,"1,974","9,583","$299,900","1312 Tranquil Dr, ","Columbus, OH 43085"
1467,Contingent,4,"2,750","9,148",,"$319,900","1058 E 15th Ave, ","Columbus, OH 43211"
1468,For Sale,3,1.5,"1,476","4,356","$225,000","571 Berkeley Rd, ","Columbus, OH 43205"
1469,For Sale,6,"2,952","3,920",,"$399,900","2364-2366 N 4th St, ","Columbus, OH 43202"
1470,Contingent,5,4,"3,268",0.33,"$499,000","2502 Stafford Pl, ","Columbus, OH 43209"
1471,For Sale,3,2.5,"2,102","5,227","$389,000","221 Instone Dr, ","Reynoldsburg, OH 43068"
1472,Contingent,4,2.5,"2,958",0.37,"$439,900","300 Adamson Dr, ","Columbus, OH 43230"
1473,For Sale,3,1,979,"5,227","$90,000","1363 E 19th Ave, ","Columbus, OH 43211"
1474,For Sale,"2,240","6,098",,,"$525,000","2815 Sherwood Rd, ","Columbus, OH 43209"
1475,For Sale,3,2,"2,528",871,"$645,000","256 E Deshler Ave, ","Columbus, OH 43206"
1476,For Sale,2,2,"1,500","6,534","$371,500","7231 Lehman Park Pl, ","Canal Winchester, OH 43110"
1477,For Sale,3,2.5,"1,709","3,920","$475,000","899 Sullivant Ave, ","Columbus, OH 43223"
1478,Contingent,3,2.5,"1,792","7,841","$380,000","7455 Gardengate Pl, ","Dublin, OH 43016"
1479,For Sale,3,2.5,"1,656","6,534","$315,000","1963 Spring Cove Dr, ","Grove City, OH 43123"
1480,For Sale,2,1,"1,070",0.28,"$197,000","1655 Brown Rd, ","Columbus, OH 43223"
1481,For Sale,1,1,912,"8,712","$260,000","100 E Gay St Unit 3E304, ","Columbus, OH 43215"
1482,Contingent,3,1.5,"1,225","4,792","$175,000","1025 Howard St, ","Columbus, OH 43201"
1483,For Sale,3,1,936,"7,405","$200,000","3280 Arnsby Rd, ","Columbus, OH 43232"
1484,For Sale,3,1.5,"1,268","5,663","$249,000","902 Geers Ave, ","Columbus, OH 43206"
1485,Contingent,3,1.5,"1,568","4,792","$120,000","120 Hayden Ave, ","Columbus, OH 43222"
1486,Contingent,3,1,936,"7,405","$195,000","4029 Breathitt Pl, ","Columbus, OH 43207"
1487,Contingent,3,1.5,"1,393","7,405","$199,900","5012 Labelle Dr, ","Columbus, OH 43232"
1488,Contingent,"5,036","6,970",,,"$799,900","1063 Bryden Rd, ","Columbus, OH 43205"
1489,For Sale,3,1.5,"1,126","5,227","$99,000","2190 Parkwood Ave, ","Columbus, OH 43211"
1490,Contingent,3,2.5,"1,449","6,970","$397,000","74 S Broadleigh Rd, ","Columbus, OH 43209"
1491,For Sale,3,1,"1,296","3,920","$374,999","357 Olentangy St, ","Columbus, OH 43202"
1492,Contingent,2,2,"1,814","2,614","$455,000","5317 Highpointe Lakes Dr Unit 303, ","Westerville, OH 43081"
1493,Contingent,4,2.5,"3,562","4,792","$490,000","1201 Bluffway Dr, ","Columbus, OH 43235"
1494,For Sale,3,1,"1,390","6,970","$149,000","778 Berkeley Rd, ","Columbus, OH 43205"
1495,For Sale,3,2,"1,882","6,098","$280,000","43 N Terrace Ave, ","Columbus, OH 43204"
1496,Contingent,3,2.5,"1,500","6,098","$259,000","2977 Moyer Ln, ","Grove City, OH 43123"
1497,Contingent,3,2.5,"2,560","6,098","$359,990","5641 Branchville Dr, ","Canal Winchester, OH 43110"
1498,Contingent,4,2.5,"2,654","8,276","$825,000","1508 Berkshire Rd, ","Upper Arlington, OH 43221"
1499,Contingent,3,2.5,"1,932","8,712","$364,900","257 Kestrel Dr, ","Blacklick, OH 43004"
1500,Contingent,4,2.5,"2,020","8,276","$340,000","7457 Bullseye Dr, ","Canal Winchester, OH 43110"
1501,Contingent,2,2.5,"1,120",436,"$217,000","1026 Hartford Village Blvd, ","Columbus, OH 43228"
1502,Contingent,3,1,"1,156","6,098","$195,000","3557 Spangler Rd, ","Columbus, OH 43207"
1503,Contingent,2,2.5+,"1,152",871,"$265,000","2542 Hyacinth Ln Unit 32C, ","Columbus, OH 43235"
1504,For Sale,3,2.5,"2,429","5,663","$749,900","295 E 5th Ave, ","Columbus, OH 43201"
1505,Contingent,4,"1,568","6,098",,"$199,000","3745-3747 Briggs Rd, ","Columbus, OH 43228"
1506,Contingent,2,1.5,"1,430","3,920","$338,000","1260 Pennsylvania Ave, ","Columbus, OH 43201"
1507,For Sale,4,2,"1,721","5,663","$375,000","1689 N 4th St, ","Columbus, OH 43201"
1508,Contingent,3,1,875,"5,663","$174,900","4491 Saint Rita Ln, ","Columbus, OH 43213"
1509,Contingent,5,3,"2,580","7,841","$529,900","951 Montrose Ave, ","Columbus, OH 43209"
1510,For Sale,2,2,"1,801",,"$515,000","5778 Adalyn Ln, ","Dublin, OH 43016"
1511,For Sale,5,2.5+,"2,246","5,227","$429,900","1544 Richmond Ave, ","Columbus, OH 43203"
1512,Contingent,2,1.5,"1,370","4,356","$465,000","1006 Pennsylvania Ave, ","Columbus, OH 43201"
1513,Contingent,3,1.5,"1,428","7,841","$315,000","2181 Green Island Dr, ","Columbus, OH 43228"
1514,Contingent,3,2,"1,098",0.28,"$204,900","954 Clarendon Ave, ","Columbus, OH 43223"
1515,For Sale,5,2.5+,"2,246","5,227","$429,900","1544 Richmond Ave, ","Columbus, OH 43203"
1516,Contingent,4,2.5,"2,244","6,534","$329,900","1939 Westbrook Village Dr, ","Columbus, OH 43228"
1517,For Sale,4,,,,"$449,900","1735 N Hague Ave, ","Columbus, OH 43204"
1518,Contingent,3,1,"1,582","5,663","$329,500","5457 Sharon Park Ave, ","Columbus, OH 43214"
1519,For Sale,3,2,"1,274","4,792","$199,900","1205 E 20th Ave, ","Columbus, OH 43211"
1520,For Sale,3,1,"1,760","4,356","$349,900","1007 Summit St, ","Columbus, OH 43201"
1521,Contingent,3,1,"1,338","4,356","$355,000","1181 Pennsylvania Ave, ","Columbus, OH 43201"
1522,Contingent,3,2,"1,256","6,098","$199,900","4034 Randell Rd, ","Columbus, OH 43228"
1523,Contingent,3,2,"2,159","7,841","$499,000","60 Nottingham Rd, ","Columbus, OH 43214"
1524,Contingent,3,1,896,"7,405","$135,000","1672 Burley Dr, ","Columbus, OH 43207"
1525,For Sale,2,3.5,"1,892",871,"$570,000","32 W Starr Ave, ","Columbus, OH 43201"
1526,For Sale,2,1,"1,137",,"$174,900","1123 Sidney St, ","Columbus, OH 43201"
1527,Contingent,3,2.5,"2,573",0.29,"$469,900","218 Winfall Dr, ","Columbus, OH 43230"
1528,For Sale,1,1,912,"8,712","$269,900","100 E Gay St Unit 204, ","Columbus, OH 43215"
1529,For Sale,2,1,960,436,"$229,900","1228 City Park Ave, ","Columbus, OH 43206"
1530,Contingent,4,2,"1,824","6,970","$219,000","576 Belvidere Ave, ","Columbus, OH 43223"
1531,Contingent,3,1,"1,209","6,098","$275,000","1706 Weather Stone Ln, ","Columbus, OH 43235"
1532,For Sale,3,2.5,"1,700","3,920","$325,000","831 Berkeley Rd, ","Columbus, OH 43205"
1533,Contingent,3,1.5,"1,892","6,970","$320,000","128 E Tompkins St, ","Columbus, OH 43202"
1534,Contingent,3,1,"1,349","7,841","$259,000","334 Regents Rd, ","Gahanna, OH 43230"
1535,For Sale,3,2,"1,424","3,485","$249,500","938 Ellsworth Ave, ","Columbus, OH 43206"
1536,Contingent,3,1.5,"1,392","6,098","$295,000","729 Wager St, ","Columbus, OH 43206"
1537,Contingent,2,1,782,"4,356","$283,900","614 E Jeffrey Pl, ","Columbus, OH 43214"
1538,Contingent,3,1,"1,508","3,049","$449,900","490 E Whittier St, ","Columbus, OH 43206"
1539,For Sale,5,1,"2,115","3,049","$180,000","520 Siebert St, ","Columbus, OH 43206"
1540,For Sale,3,1.5,"1,381","4,356","$184,900","330 S Richardson Ave, ","Columbus, OH 43204"
1541,For Sale,4,3.5,"2,500","4,356","$399,900","1266 Atcheson St, ","Columbus, OH 43203"
1542,Contingent,2,1,768,"4,792","$142,000","3037 Azelda St, ","Columbus, OH 43224"
1543,Contingent,3,1.5,"1,150","5,663","$175,000","911 Kyle Ave, ","Columbus, OH 43207"
1544,Contingent,4,2.5,"2,517","6,970","$479,000","1786 Franklin Ave, ","Columbus, OH 43205"
1545,For Sale,"7,791",0.23,,,"$1,314,000","1427 S Wall St Unit 1435, ","Columbus, OH 43207"
1546,Contingent,2,3,"1,272","6,534","$149,900","421 S Hague Ave, ","Columbus, OH 43204"
1547,Contingent,3,2.5,"1,280",0.24,"$295,000","215 Iris Trail Dr, ","Galloway, OH 43119"
1548,Contingent,3,2.5,"1,278","5,663","$274,900","3524 Steiner St, ","Columbus, OH 43231"
1549,For Sale,4,3.5,"2,788","5,227","$550,000","241 N 17th St, ","Columbus, OH 43203"
1550,Contingent,3,2,980,"6,098","$210,000","1779 Flinthill Dr, ","Columbus, OH 43223"
1551,Contingent,3,2,"1,230",0.28,"$249,900","3908 Grand Bend Dr, ","Groveport, OH 43125"
1552,Contingent,3,1.5,"1,144","6,970","$224,900","4159 Seigman Ave, ","Columbus, OH 43213"
1553,Contingent,3,1.5,"1,340","3,920","$384,900","1289 S 4th St, ","Columbus, OH 43206"
1554,For Sale,3,3,"1,954","4,356","$314,700","1468 E Whittier St, ","Columbus, OH 43206"
1555,For Sale,6,3.5,"2,668","4,792","$434,900","370-372 Morrison Ave Unit 72, ","Columbus, OH 43205"
1556,Contingent,3,1.5,"1,478",871,"$248,500","7634 Kelvinway Dr Unit 150, ","Columbus, OH 43085"
1557,Contingent,2,2,"1,393","1,742","$215,000","6755 Meadow Creek Dr Unit 104, ","Columbus, OH 43235"
1558,Contingent,6,"2,160","7,841",,"$199,000","147 Clarendon Ave Unit 9, ","Columbus, OH 43223"
1559,Contingent,5,3.5,"2,637",871,"$620,000","491 Linwood Ave, ","Columbus, OH 43205"
1560,Contingent,4,2,"1,258","7,405","$225,000","2889 Templeton Rd, ","Columbus, OH 43209"
1561,Contingent,4,1.5,"1,364","4,356","$148,500","42 S Burgess Ave, ","Columbus, OH 43204"
1562,For Sale,4,3.5,"2,064","6,970","$550,000","160 S Gould Rd, ","Columbus, OH 43209"
